code,ergp_line_item,status,amount,mda_code,agency,mother_ministry
ERGP23228990,"PROCUREMENT OF TRACTORS AND AGRICULTURAL EQUIPMENTS
",ONGOING,"250,000,000",517018004,FEDERAL POLYTECHNIC IDAH,
ERGP27189885,CONSTRUCTION OF MEDICAL CENTRE (DESIGN & CONSTRUCTION OF 50 BED CAPACITY MEDICAL FACILITY),ONGOING,"600,000,000",517018004,FEDERAL POLYTECHNIC IDAH,
ERGP27228828,"CONSTRUCTION, LANDSCAPING, FENCING AND FURNISHING OF RECTOR'S RESIDENCE
",ONGOING,"350,000,000",517018004,FEDERAL POLYTECHNIC IDAH,
ERGP27228912,"REHABILITATION OF TWO HOSTELS (BELLO HALL AND SUG WING)
",ONGOING,"380,000,831",517018004,FEDERAL POLYTECHNIC IDAH,
ERGP23173008,PROPOSED CONSTRUCTION OF STUDENTS CENTRE,ONGOING,"64,102,765",517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
ERGP23173015,CONSTRUCTION AND FURNISHING OF LECTURE THEATRE,ONGOING,"187,451,112",517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
ERGP23173017,PURCHASE OF OFFICIAL VEHICLES,ONGOING,"69,650,000",517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
ERGP23184769,REPAIRS OF SEVEN (7) BLOCKS OF FEMALE HOSTELS,ONGOING,"51,440,832",517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
ERGP27226232,RENOVATION OF ARCHITECTURAL TECHNOLOGY COMPLEX,ONGOING,"80,500,000",517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
ERGP27226272,RENOVATION AND REMODELLING OF MULTI-PURPOSE AUDITORIUM,ONGOING,"210,796,124",517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
"ERGP29226302
DESIGN, INSTALLATION OF HUMAN RESOURCES, PAYROLL SOFTWARE AND EQUIPMENT
ONGOING","38,500,000",,,517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,
ERGP10105023,"PROCUREMENT OF SOLAR POWER, ITS ACCESSORIES AND INSTALLATION",ONGOING,"62,720,000",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP23137506,CONSTRUCTION OF PERIMETER FENCING AND SECURITY OBSERVATORY TOWER,ONGOING,"100,873,684",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP23173741,CONSTRUCTION AND FURNISHING OF CIVIL ENGINEERING TECHNOLOGY BUILDING,ONGOING,"86,499,579",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP23173750,PROPOSED CONSTRUCTION OF SERIAL AND E-LIBRARY UNIT,ONGOING,"79,767,928",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP27173715,CONTRUCTION OF CENTRAL ADMIN BLOCK,ONGOING,"109,310,040",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP27173727,CONSTRUCTION OF STAFF QUARTERS,ONGOING,"102,793,361",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP29225403,PROPOSED EXTENSION OF ICT CENTRE,ONGOING,"159,256,479",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP29239421,CONSTRUCTION OF ICT CENTRE IN MADAGALI/ MICHIKA FEDERAL CONSTITUENCY ADAMAWA STATE,ONGOING,"70,000,000",517018006,FEDERAL POLYTECHNIC MUBI,
ERGP23102566,CONTINUATION FOR CONSTRUCTION OF 750 CAPACITY LECTURE THEATRE,ONGOING,"245,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23102571,CONSTRUCTION OF PERIMETER FENCING,ONGOING,"52,500,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23156182,EROSION CONTROL IN FEDERAL POLYTECHNIC NASARAWA,ONGOING,"35,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23205281,PURCHASE OF 32 SEATER UTILITY VEHICLE,ONGOING,"74,900,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23205301,PROCUREMENT OF OFFICE FURNITURE AND EQUIPMENTS,ONGOING,"56,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23210251,CONSTRUCTION OF 720M INTERNAL ROAD FROM ICT TO STAFF QUARTERS,ONGOING,"189,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23228618,REPAIR OF CLASSROOM AND CLASSROOM SEAT,ONGOING,"49,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23228629,COMPLETION OF MEDICAL HEALTH CENTRE,ONGOING,"14,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23228661,PROVISION OF BOREHOLE AND WATER RETICULATION,ONGOING,"28,000,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23228682,PURCHASE OF ACCREDITATION EQUIPMENT,ONGOING,"45,500,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23228706,REHABILITATION OF STUDENT HOSTEL,ONGOING,"70,450,056",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP23228738,ALTERNATIVE POWER SUPPLY,ONGOING,"31,500,000",517018007,FEDERAL POLYTECHNIC NASARAWA,
ERGP10225905,PROCUREMENT AND INSTALLATION OF 5 NOS 10KVA SOLAR POWER GENERATING SETS,ONGOING,"70,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23135905,"CONSTRUCTION OF 1 NO HOSTEL COMPLEX
",ONGOING,"22,071,591",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23225690,"PROCUREMENT OF 1 NO VEHICLE
",ONGOING,"84,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23225925,"HARD AND SOFT LANDSCAPING OF THE NEW ADMINISTRATIVE BLOCK
",ONGOING,"80,838,606",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23225937,HARD AND SOFT LANDSCAPING OF METALLURGICLA ENGINEERING LABORATORY / WORKSHOP,ONGOING,"35,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23225956,HARD AND SOFT LANDSCAPING OF THE MECHATRONICS ENGINEERING LABORATORY/WORKSHOP,ONGOING,"35,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23225980,PROCUREMENT OF FURNITURE AND EQUIPMENT FOR MECHATRONICS ENGINEERING LABORATORY/WORKSHOP,ONGOING,"63,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23226013,PROCUREMENT OF FURNITURE AND EQUIPMENT FOR METALLURGICAL ENGINEERING LABORATORY/WORKSHOP,ONGOING,"63,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23226028,"PROCUREMENT AND INSTALLATION OF PAYROLL HARDWARE AND SOFTWARE
",ONGOING,"42,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23226044,"REVIEW OF THE POLYTECHNIC MASTER PLAN
",ONGOING,"91,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23233393,COMPLETION OF PURCHASE OF FURNITURE AND EQUIPMENT FOR THE NEW ADMINISTATIVE BLOCK,ONGOING,"126,000,000",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP4115856,"CONSTRUCTION OF METALLURGY ENGINEERING TECHNICAL WORKSHOP/LABORATORY FOR ENGINEERING DEPARTMENT IN FEDERAL POLYTECHNIC, UNWANA, AFIKPO, EBONYI",ONGOING,"92,484,214",517018008,"AKANU IBIAM FEDERAL POLYTECHNIC, UNWANA - AFIKPO",
ERGP23227877,"REHABILITATION OF LABORATORIES/WORKSHOPS,CLASSROOMS AND STAFF OFFICES
",ONGOING,"109,764,900",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP23227901,"PROCUREMENT OF CLASSROOMS AND STAFF FURNITURE FOR KADUNA POLYTECHNIC
",ONGOING,"70,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP23227917,CONSTRUCTION OF 3NO. FLOORS BLOCK OF CLASSROOM AND STAFF OFFICES AT THE DEPARTMENT OF RENEWABLE ENERGY ENGINEERING,ONGOING,"210,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP23227932,CONSTRUCTION OF 3NOS FLOORS BLOCK OF CLASSROOMS AND 50NO. STAFF OFFICES FOR DEPARTMENT OF MECHATRONIC ENGINEERING,ONGOING,"210,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP27204218,"CONSTRUCTION OF CLASSROOM ,OFFICES AND FURNITURES(STUDIO) AT MAIN CAMPUS TUDUN WADA",ONGOING,"91,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP27205375,"CONSTRUCTION AND FURNISHING OF THE DEPARTMENT OF PETROLEUM AND GAS ENGINEERING, TUDUN WADA CAMPUS",ONGOING,"91,457,980",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP27205393,"CONSTRUCTION AND EQUIPPING OF CENTRAL WORKSHOP FOR THE COLLEGE OF ENGINEERING, TUDUN WADA MAIN CAMPUS.",ONGOING,"84,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP27205399,CONSTRUCTION OF ADVANCED LABORATORY FOR SCIENCE AND TECHNOLOGY AT KADUNA POLYTECHNIC TUDUN WADA MAIN CAMPUS,ONGOING,"35,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP30239566,"TRAINING AND SCHOLARSHIP GRANT TO SELECTED STUDENTS IN MAKARFI/KUDAN FEDERAL CONSTITUENCY, KADUNA STATE.",ONGOING,"35,000,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP30239572,SUPPLY OF VARIETY SEEDS AND SEMI-AUTOMATED MACHINE IN FASKARI/KANKARA/SABUWA OF FEDERAL CONSTITUENCY OF KATSINA STATE,ONGOING,"12,222,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP30239575,"SCHOLARSHIP GRANT IN MAKARFI/KUDAN FEDERAL CONSTITUENCY KADUNA STATE
",ONGOING,"18,333,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP30239585,"SKILLS ACQUISITION PROGRAMME ON SOLAR PANNEL INSTALLATION AND MAINTENANCE FOR YOUTH IN KUNCHI, KANO STATE",ONGOING,"54,999,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP30239589,"CAPACITY BUILDING AND SKILL ACQUISITION FOR WOMEN AND YOUTH
",ONGOING,"67,200,000",517018009,FEDERAL POLYTECHNIC KADUNA,
ERGP12239603,"ROAD NEWORKS AND BRIDGE CONSTRUCTIONS FROM MORE OJAJA TO ILARE AREA OF ILE-IFE, NIGERIA",ONGOING,"210,000,000",517018011,FEDERAL POLYTECHNIC EDE,
ERGP23175263,"CONSULTANCY SERVICES FOR MECHANICAL ENGINEERING DEPARTMENT
",ONGOING,"167,080,981",517018011,FEDERAL POLYTECHNIC EDE,
ERGP23175298,"PURCHASE OF UTILITY VEHICLES
",ONGOING,"99,479,461",517018011,FEDERAL POLYTECHNIC EDE,
ERGP23194625,"POULTRY FARM
",ONGOING,"8,782,531",517018011,FEDERAL POLYTECHNIC EDE,
ERGP23194627,"PROVISION OF FURNITURES FOR AGRICULTURAL ENGINEERING DEPARTMENT (PHASE II)
",ONGOING,"23,730,000",517018011,FEDERAL POLYTECHNIC EDE,
ERGP27174797,CONSTRUCTION AND FURNISHING OF THE DEPARTMENT OF QUANTITY SURVEYING (PHASE II),ONGOING,"26,973,571",517018011,FEDERAL POLYTECHNIC EDE,
ERGP27174815,"CONSTRUCTION AND FURNISHING OF CIVIL ENGINEERING DEPARTMENT (PHASE II)
",ONGOING,"32,713,571",517018011,FEDERAL POLYTECHNIC EDE,
ERGP27194629,CONSTRUCTION AND FURNISHING OF SURVEYING AND GEO-INFORMATICS DEPARTMENT,ONGOING,"166,634,607",517018011,FEDERAL POLYTECHNIC EDE,
ERGP27194630,CONSTRUCTION AND FURNISHING OF OFFICE TECHNOLOGY MANAGEMENT DEPARTMENT,ONGOING,"109,834,806",517018011,FEDERAL POLYTECHNIC EDE,
ERGP27194631,CONSTRUCTION AND FURNISHING OF COMMUNICATION AND MEDIA STUDIES DEPARTMENT,ONGOING,"67,211,303",517018011,FEDERAL POLYTECHNIC EDE,
ERGP12239666,CONSTRUCTION OF ROAD AND DRAINAGE:AMAOJI-UMUEZUROKE-OFOROLA HEALTH CENTRE OWERRI WEST LGA,ONGOING,"21,000,000",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP23191913,"CONSTRUCTION, FURNISHING AND EQUIPPING OF BURSARY BUILDING (PHASE II)",ONGOING,"140,000,000",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP23203875,CONSTRUCTION OF OFFICE COMPLEX FOR ACADEMIC STAFF,ONGOING,"174,191,004",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP23224598,"PROCUREMENT AND INSTALLATION OF SOLAR POWER FOR ADMINISTRATIVE BUILDINGS, MEDICAL CENTRE, LIBRARY & HOSTELS",ONGOING,"210,000,000",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP23225478,RECONSTRUCTION OF STUDENTS' HOSTELS IN THE INSTITUTION,ONGOING,"105,000,000",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP27203912,CONSTRUCTION OF WAREHOUSE FOR CENTRAL STORES,ONGOING,"175,000,000",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP29224606,COMPUTERIZATION OF BURSARY DIVISION AND UPGRADING OF THE PAYROLL SOFTWARE,ONGOING,"35,000,000",517018013,FEDERAL POLYTECHNIC NEKEDE,
ERGP10202578,"SOLAR LIGHTING FOR CLASSROOMS
",ONGOING,"224,184,426",517018015,FEDERAL POLYTECHNIC DAMATURU,
ERGP10239679,CONSTRUCTION AND INSTALLATION OF ALL IN ONE SOLAR POWERED STREET LIGHT FOR ALTERNATIVE RENEWABLE ENERGY AT THE POLYTECHNIC AND ITS ENVIRONS IN,ONGOING,"140,000,000",517018015,FEDERAL POLYTECHNIC DAMATURU,
ERGP23174268,PURCHASE OF 6 NUMBERS OF TOYOTA CLORLLA CARS AND ONE NUMBER AMBULANCE BUS,ONGOING,"233,100,000",517018015,FEDERAL POLYTECHNIC DAMATURU,
ERGP23226988,CONSTRUCTION AND FABRICATION OF STEEL OVERHEAD AND SURFACE WATER TANKS WITH RETICULATIONS TO THE BUILDINGS OF THE POLYTECHNIC,ONGOING,"56,000,000",517018015,FEDERAL POLYTECHNIC DAMATURU,
ERGP27225874,"CONSTRUCTION AND FURNISHING OF POLYTECHNIC GUEST HOUSE
",ONGOING,"210,000,000",517018015,FEDERAL POLYTECHNIC DAMATURU,
ERGP27227682,"RENOVATION OF THE SCHOOL LIBRARY COMPLEX
",ONGOING,"35,000,000",517018015,FEDERAL POLYTECHNIC DAMATURU,
ERGP23231466,PROVISSION OF 8 NO MOTORISED SOLAR BOREHOLE,ONGOING,"10,500,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231469,RENOVATIION OF 6 NO DELAPIDATED LECTURE HALLS & OFFICE,ONGOING,"45,500,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231471,LABORATORY CHEMICALS AND LEARNING EQUIPMENT,ONGOING,"143,850,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231472,CONSTRUCTION OF STUDENT CENTER,ONGOING,"175,000,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231474,POCUREMET OF BEDS AND MATRSSES FOR HOSTELS,ONGOING,"6,124,935",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231476,PROCUREMENT & INSTALLATION OF CCTV CAMERAS WITHIN THE CAMPUS,ONGOING,"22,400,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231477,CONSTRUCTION OF 150 CAPACITY SLT LABORATORY COMPLEX,ONGOING,"264,250,130",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23231479,PROVISION OF WATER SUPPLY & WATER RATICULTION,ONGOING,"4,550,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP23233069,PROVISION OF V.I.P DETARCHED TOILETS 3No,ONGOING,"4,200,000",517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,
ERGP12225471,PROVISION AND CONSTRUCTION OF DUAL ROADS,ONGOING,"495,194,000",517018017,"WAZIRI UMARUFEDERAL POLYTECHNIC BIRNIN KEBBI, KEBBI STATE",
ERGP23225449,REHABILITATION OF FACULTY OF ENGINEERING BUILDING,ONGOING,"175,296,235",517018017,"WAZIRI UMARUFEDERAL POLYTECHNIC BIRNIN KEBBI, KEBBI STATE",
ERGP23225503,PURCHASE OF 2NOS OF 1.8 ENGINE CAPACITY FOR PRINCIPAL OFFICERS,ONGOING,"35,000,000",517018017,"WAZIRI UMARUFEDERAL POLYTECHNIC BIRNIN KEBBI, KEBBI STATE",
ERGP23239802,CONSTRUCTION OF PERIMETER FENCE(LOTS),ONGOING,"350,000,000",517018017,"WAZIRI UMARUFEDERAL POLYTECHNIC BIRNIN KEBBI, KEBBI STATE",
ERGP10224357,INSTALLATION OF SOLAR POWERED INVERTER,ONGOING,"105,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP10224498,INSTALLATION OF SOLAR POWERED STREET LIGHTS,ONGOING,"56,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP12203815,REHABILITATION OF 1000 METER GBOKOTO ROAD (OJA-ODAN ROAD TO GBOKOTO DAM ROAD),ONGOING,"162,400,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23224333,CONSTRUCTION OF 500 METERS PERIMETER FENCING,ONGOING,"91,350,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23224340,PROCUREMENT OF OFFICE EQUIPMENT,ONGOING,"56,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23224350,PROCUREMENT OF OFFICE FURNITURE,ONGOING,"42,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23224374,CONSTRUCTION OF FARM OFFICE,ONGOING,"70,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23224389,PROCUREMENT OF BUS,ONGOING,"56,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239822,CONSTRUCTION AND FURNISHING OF 100 CAPACITY MALE HOSTEL,ONGOING,"700,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239828,CONSTRUCTION AND FURNISHING OF 100 CAPACITY FEMALE HOSTEL,ONGOING,"700,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239833,CONSTRUCTION OF FULLY EQUIPPED 3000 CAPACITY AUDITORIUM,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239846,UPGRADE OF UNCOMPLETED SPORT FACILITIES FOR STUDENTS,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239852,CONSTRUCTION OF FULLY EQUIPPED CENTRAL LABORATORIES FOR SCHOOL OF ENGINEERING,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239862,CONSTRUCTION OF FULLY EQUIPPED INNOVATION CENTRE,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239869,CONSTRUCTION OF FULLY EQUIPPED SKILL DEVELOPMENT CENTRE,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239871,CONSTRUCTION OF FULLY EQUIPPED 150 CAPACITY SETS OF CLASSROOMS,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23239873,CONSTRUCTION OF FULLY EQUIPPED CENTRAL LABORATORY FOR SCHOOL OF PURE AND APPLIED SCIENCES,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP29224378,PROCUREMENT OF COMPUTERS,ONGOING,"50,702,498",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP29224394,DIGITIZATION OF RECORDS,ONGOING,"14,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP30239837,PROCUREMENT OF VEHICLES,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP30239858,PROCUREMENT OF AGRICULTURAL EQUIPPED AND FACILITIES,ONGOING,"350,000,000",517018018,FEDERAL POLYTECHNIC ILARO,
ERGP23227626,"CONSTRUCTION OF 1000 CAPACITY CBT CENTRE, EPE CAMPUS PHASE 1",ONGOING,"280,000,000",517018019,YABA COLLEGE OF TECHNOLOGY,
ERGP23227712,PROCUREMENT OF 1 NOS STAFF BUS,ONGOING,"154,000,000",517018019,YABA COLLEGE OF TECHNOLOGY,
ERGP30239925,SKILL ACQUISITION TRAINING FOR YOUTHS IN SELECTED COMMUNITIES IN AGEGE FEDERAL CONSTITUENCY LAGOS STATE,ONGOING,"18,333,000",517018019,YABA COLLEGE OF TECHNOLOGY,
ERGP10239950,"PROCUREMENT AND INSTALLATION OF SOLAR STREET LIGHTS IN SELLECTED COMMUNITIES OF GASHAKA/ SARDAUNA/KURMI, FEDERAL CONSTITUENCY, TARABA",ONGOING,"140,000,000",517018020,FEDERAL POLYTECHNIC BALI,
ERGP12224852,CONSTRUCTION OF 1.5KM ROAD NETWORK AND DRAINAGES,ONGOING,"346,500,000",517018020,FEDERAL POLYTECHNIC BALI,
ERGP23224836,CONSTRUCTION OF SPORTING FACILITIES AT FEDERAL POLYTECHNIC BALI,ONGOING,"318,849,321",517018020,FEDERAL POLYTECHNIC BALI,
ERGP23224847,"MALE STUDENTS HOSTELS' LANDSCAPING, FENCING AND PROVISION OF RENEWABLE ENERGY (SOLAR)",ONGOING,"182,000,000",517018020,FEDERAL POLYTECHNIC BALI,
ERGP23239944,"RENOVATION OF SCHOOLS IN KUNGANA AND TAKA LAFIYA, BALI LGA IN BALI/GASSOL FEDERAL CONSTITUENCY, TARABA STATE",ONGOING,"35,000,000",517018020,FEDERAL POLYTECHNIC BALI,
ERGP28239955,"DRILLING AND REHABILITATION OF HAND-PUMP/SOLAR BOREHOLES IN SOME SELECTED AREAS IN GASHAKA/SARDAUNA/KURMI, FEDERAL CONSTITUENCY, TARABA",ONGOING,"210,000,000",517018020,FEDERAL POLYTECHNIC BALI,
ERGP30239962,"SUPPLY OF EDUCATION INSTRUCTIONAL MATERIALS TO SELECTED SCHOOLS IN EHIME MBANO, IHITTE UBOMA AND OBOWO FEDERAL CONSTITUENCY, IMO STATE",ONGOING,"70,000,000",517018020,FEDERAL POLYTECHNIC BALI,
ERGP23225423,"RENOVATION OF POLYTECHNIC OLD CLINIC
",ONGOING,"22,519,644",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP23225442,"PURCHASE OF FANS
",ONGOING,"840,000",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP23225456,"PURCHASE OF OFFICE CHAIRS
",ONGOING,"770,000",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP23225468,"RECONSTRUCTION OF BUILDING FOR POLYTECHNIC PURE WATER FACTORY AT EKOWE
",ONGOING,"39,809,643",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP23230622,"PURCHASE OF 4 MOTOR VEHICLES FOR PRINCIPAL OFFICERS
",ONGOING,"308,030,458",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP23233303,COMPLETION OF THE CONSTRUCTION OF SCHOOL OF ENVIRONMENTAL DESIGN WITH DRAWING STUDIOS AND FURNISHING,ONGOING,"16,100,000",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP27207113,"CONSTRUCTION OF TWO UNITS OF SECURITY POSTS
",ONGOING,"4,850,301",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP8207097,"RENOVATION OF POLYTECHNIC BAKERY AND EATERY
",ONGOING,"15,647,458",517018021,FEDERAL POLYTECHNIC EKOWE,
ERGP23176277,"CONSTRUCTION OF TWO STORY BUILDING, WITH 15 CLASS ROOMS LECTURE HALLS, AND OFFICES, FOR WELDING / FABRICATION AND CARPENTRY WORKSHOP, FOR",ONGOING,"369,406,922",517018022,FEDERAL POLYTECHNIC BONNY,
ERGP23176284,"PURCHASE OF EXECUTIVE TABLES AND CHAIRS / FITTINGS FOR THE USE OF ACCADEMIC AND NON ACCADEMIC STAFF, IN THE FEDERAL POLYTECHNIC OF OIL",ONGOING,"49,469,158",517018022,FEDERAL POLYTECHNIC BONNY,
ERGP23176309,"PURCHASE OF INSTRUMENTS, CHEMICALS AND MATERIALS FOR TEACHING / LEARNING AID AND EQUIPMENT FOR THE PHYSICS, CHEMISTRY, AND BIOLOGY LABORATORY AND",ONGOING,"233,780,007",517018022,FEDERAL POLYTECHNIC BONNY,
ERGP23176318,"PURCHASE OF COMPUTERS, SOFT WARES AND ACCESSORIES / OFFICE EQUIPMENTS FOR THE USE OF STAFF AND STUDENTS OF THE FEDERAL POLYTECHNIC OF OIL AND",ONGOING,"70,003,972",517018022,FEDERAL POLYTECHNIC BONNY,
ERGP23123158,"PURCHASES OF 2 SALOON CARS
",ONGOING,"128,800,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP23229598,"PROCUREMENT OF FIRE FIGHTING TRUCK AND EQUIPMENT (PHASE1)
",ONGOING,"108,500,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP23229605,"CONSTRUCTION AND FURNISHING/EQUIPPING, INSTALLATION,TESTING AND COMMISIONING OF PRINTING PRESS (PHASE 1)",ONGOING,"84,000,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP23240001,"CONSTRUCTION OF A UNIT OF LECTURE HALL IN THE FEDERAL POLYTECHNIC UKANA WITH WINGS A, B, C AT 500M PER WING (MULTIPLE LOTS)",ONGOING,"1,050,000,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP27206014,"CONSTRUCTION OF SPORTS COMPLEX (PHASE 1)
",ONGOING,"103,300,742",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP27229569,"CONSTRUCTION / FURNISHING OF BURSARY DEPARTMENT (PHASE 1)
",ONGOING,"157,500,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP28229575,"PROCUREMENT OF PHARMACEUTICAL, MEDICAL WORKSHOP, LABORATORY REAGENTS, STORES AND COMPUTER/IT COMSUMABLES",ONGOING,"45,500,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP30239996,SUPPLY OF EDUCATIONAL MATERIALS TO PUBLIC SCHOOLS IN ABAK/ETIM EKPO/IKA FEDERAL CONSTITUENCY (MULTIPLE LOTS),ONGOING,"315,000,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP30240007,SUPPLY OF INSTRUCTIONAL MATERIALS TO SELECTED SCHOOLS ACROSS THE COUNTRY,ONGOING,"700,000,000",517018023,FEDERAL POLYTECHNIC UKANA,
ERGP10240032,"PROVISION AND INSTALLATION OF SOLAR POWERED LIGHTS AT ABAKPA-JOSEDDY STREET OGOJA LGA, CROSS RIVER NORTH SENATORIAL DISTRICT",ONGOING,"7,000,000",517018024,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",
